опюия кхяр;;;;;;;;;;;
"ннн ""лнрнпкюим""";;;;;;;;;;;
12.03.15;;;;;;;;;;;
;;;;;;;;;;;
йНД;йНД 2;лНДЕКЭ;мЮХЛЕМНБЮМХЕ РНБЮПНБ;аПЩМД;яРПЮМЮ ОПНХГБНДХРЕКЭ;йНКХВЕЯРБН;лХМ. ЙНКХВЕЯРБН;аЮГНБЮЪ ЖЕМЮ ГЮ 1ЬР.;жЕМЮ ЯН ЯЙХДЙНИ -20%;"жЕМЮ ЯН
ЯЙХДЙНИ -25%";юКЭР.МНЛЕПЮ
319704H001; ;STAREX/H-1 2.5 TCI (2008-);тхкэрп рнокхбмши дхгекэ;HYUNDAI;йнпеъ, пеяосакхйю;3;1;5 655,00;4 524,00;4 241,25;
3197344001; ;PORTER/H-100 (04.1996-)/H-1 (07.2001-);тхкэрп рнокхбмши дхгекэ;HYUNDAI;йнпеъ, пеяосакхйю;8;1;669,50;535,60;502,13;
924011R200; ;SOLARIS 5 door;тнмюпэ гюдмхи кебши;HYUNDAI;йнпеъ, пеяосакхйю;6;1;5 631,60;4 505,28;4 223,70;
924011R000; ;SOLARIS 4 door;тнмюпэ гюдмхи кебши;HYUNDAI;йнпеъ, пеяосакхйю;1;1;5 124,60;4 099,68;3 843,45;
924012S000; ;iX35;тнмюпэ гюдмхи кебши;HYUNDAI;йнпеъ, пеяосакхйю;1;1;3 565,90;2 852,72;2 674,43;
924013D000; ;SONATA V;тнмюпэ гюдмхи кебши;HYUNDAI;йнпеъ, пеяосакхйю;2;1;2 728,70;2 182,96;2 046,53;
924012H000; ;ELANTRA (2006-);тнмюпэ гюдмхи кебши;HYUNDAI;йнпеъ, пеяосакхйю;2;1;4 496,70;3 597,36;3 372,53;
924015A101; ;COUNTY (2010);тнмюпэ гюдмхи кебши;HYUNDAI;йнпеъ, пеяосакхйю;5;1;2 900,30;2 320,24;2 175,23;
924014A600; ;H-1;тнмюпэ гюдмхи кебши;HYUNDAI;йнпеъ, пеяосакхйю;1;1;2 814,50;2 251,60;2 110,88;
924011C500; ;GETZ (05.2005-);тнмюпэ гюдмхи кебши;HYUNDAI;йнпеъ, пеяосакхйю;2;1;2 638,35;2 110,68;1 978,76;
924014H000; ;H-1 (2007-);тнмюпэ гюдмхи кебши;HYUNDAI;йнпеъ, пеяосакхйю;2;1;6 440,85;5 152,68;4 830,64;
9240125000; ;VERNA;тнмюпэ гюдмхи кебши;HYUNDAI;йнпеъ, пеяосакхйю;5;1;3 229,85;2 583,88;2 422,39;
924013K000; ;SONATA NF;тнмюпэ гюдмхи кебши б йпшкн;HYUNDAI;йнпеъ, пеяосакхйю;1;1;4 635,15;3 708,12;3 476,36;
924012B000; ;SANTA FE (2006-);тнмюпэ гюдмхи кебши б йпшкн;HYUNDAI;йнпеъ, пеяосакхйю;2;1;4 651,40;3 721,12;3 488,55;
924052S000; ;iX35 (11.2009-);тнмюпэ гюдмхи кебши б йпшьйс аюцюфмхйю;HYUNDAI;йнпеъ, пеяосакхйю;4;1;2 428,40;1 942,72;1 821,30;
924021R200; ;SOLARIS 5 door;тнмюпэ гюдмхи опюбши;HYUNDAI;йнпеъ, пеяосакхйю;2;1;5 631,60;4 505,28;4 223,70;
924022S000; ;iX35;тнмюпэ гюдмхи опюбши;HYUNDAI;йнпеъ, пеяосакхйю;3;1;3 961,10;3 168,88;2 970,83;
924025A101; ;COUNTY (2010);тнмюпэ гюдмхи опюбши;HYUNDAI;йнпеъ, пеяосакхйю;5;1;2 460,25;1 968,20;1 845,19;
924024H000; ;H-1 (2007-);тнмюпэ гюдмхи опюбши;HYUNDAI;йнпеъ, пеяосакхйю;4;1;6 391,45;5 113,16;4 793,59;
924021C500; ;GETZ (05.2005-);тнмюпэ гюдмхи опюбши;HYUNDAI;йнпеъ, пеяосакхйю;2;1;2 734,55;2 187,64;2 050,91;
9240226500; ;SANTA FE (2004-2006);тнмюпэ гюдмхи опюбши;HYUNDAI;йнпеъ, пеяосакхйю;1;1;4 169,75;3 335,80;3 127,31;
924021R030; ;SOLARIS 4 door;тнмюпэ гюдмхи опюбши;HYUNDAI;йнпеъ, пеяосакхйю;5;1;5 557,50;4 446,00;4 168,13;
9240225000; ;VERNA;тнмюпэ гюдмхи опюбши;HYUNDAI;йнпеъ, пеяосакхйю;4;1;3 127,80;2 502,24;2 345,85;
924022H010; ;ELANTRA (2006-);тнмюпэ гюдмхи опюбши;HYUNDAI;йнпеъ, пеяосакхйю;1;1;3 285,75;2 628,60;2 464,31;
924062S000; ;iX35 (11.2009-);тнмюпэ гюдмхи опюбши б йпшьйс аюцюфмхйю;HYUNDAI;йнпеъ, пеяосакхйю;2;1;2 246,40;1 797,12;1 684,80;
924042H000; ;ELANTRA (2006-);тнмюпэ гюдмхи опюбши б йпшьйс аюцюфмхйю;HYUNDAI;йнпеъ, пеяосакхйю;1;1;383,50;306,80;287,63;
924062B020; ;SANTA FE (2006-);тнмюпэ гюдмхи опюбши б йпшьйс аюцюфмхйю;HYUNDAI;йнпеъ, пеяосакхйю;2;1;1 344,20;1 075,36;1 008,15;
924054F000; ;H-100 (2004-)/PORTER II;тнмюпэ опнрхбнрслюммши гюдмхи;HYUNDAI;йнпеъ, пеяосакхйю;4;1;568,10;454,48;426,08;
9240626020; ;SANTA FE (-2003);тнмюпэ опнрхбнрслюммши гюдмхи опюбши б аюлоеп;HYUNDAI;йнпеъ, пеяосакхйю;3;1;940,55;752,44;705,41;
2432123001; ;TUCSON 2.0-2.7;жеоэ аюкюмяхпнбнвмюъ;HYUNDAI;йнпеъ, пеяосакхйю;2;1;708,50;566,80;531,38;
2432225000; ;SONATA NF/iX 35 2.0 i/SPG III 2.0i/SON YF (2010-) 2.0 i;жеоэ люякъмнцн мюяняю;HYUNDAI;йнпеъ, пеяосакхйю;2;1;1 064,70;851,76;798,53;
243512A001; ;i40 1.7 TCI/MATRIX/iX35/CARENS/SOUL/SPORTAGE/VENGA;жеоэ опхбндю цпл;HYUNDAI;йнпеъ, пеяосакхйю;3;1;2 609,10;2 087,28;1 956,83;
417004B000; ;PORTER/H-100;жхкхмдп яжеокемхъ;HYUNDAI;йнпеъ, пеяосакхйю;2;1;1 225,90;980,72;919,43;
416052B180; ;SANTA FE (2006-);жхкхмдп яжеокемхъ цкюбмши б яанпе;HYUNDAI;йнпеъ, пеяосакхйю;2;1;2 353,00;1 882,40;1 764,75;
586205H050; ;HD/COUNTY;жхкхмдп рнплнгмни цкюбмши;HYUNDAI;йнпеъ, пеяосакхйю;5;1;5 450,25;4 360,20;4 087,69;
583301G000; ;VERNA (2006-)/RIO (2005-);жхкхмдп рнплнгмни гюдмхи;HYUNDAI;йнпеъ, пеяосакхйю;2;1;1 134,90;907,92;851,18;
5833025000; ;ACCENT/VERNA/ELANTRA/MATRIX;жхкхмдп рнплнгмни гюдмхи кебши;HYUNDAI;йнпеъ, пеяосакхйю;8;1;907,40;725,92;680,55;
5838025000; ;ACCENT/VERNA/ELANTRA/MATRIX;жхкхмдп рнплнгмни гюдмхи опюбши;HYUNDAI;йнпеъ, пеяосакхйю;30;1;857,35;685,88;643,01;
5873225000; ;VERNA;ькюмц рнплнгмни оепедмхи опюбши;HYUNDAI;йнпеъ, пеяосакхйю;2;1;519,35;415,48;389,51;
IJ-B0005;5682037010;SONATA V;мюйнмевмхй пскебни;ILJIN;йнпеъ, пеяосакхйю;2;2;642,85;514,28;450,00;
IJ-B0055;5682025000;VERNA/ACT/LNT/XD/CRT/MTRX/GTZ/SNTF/SON II-III/EQUUS;мюйнмевмхй пскебни;ILJIN;йнпеъ, пеяосакхйю;18;2;499,85;399,88;349,90;
IJ-B0060;5682047500;H-100 (2004-);мюйнмевмхй пскебни;ILJIN;йнпеъ, пеяосакхйю;8;2;328,25;262,60;229,78;
IJ-B0090;568204A000;H-1;мюйнмевмхй пскебни;ILJIN;йнпеъ, пеяосакхйю;20;2;571,35;457,08;399,95;
IJ-B0049;568203K000;GRANDEUR TG/SON NF;мюйнмевмхй пскебни кебши;ILJIN;йнпеъ, пеяосакхйю;10;2;707,20;565,76;495,04;
IJ-B0047;568202E000;SPORTAGE II/TCSN;мюйнмевмхй пскебни кебши;ILJIN;йнпеъ, пеяосакхйю;10;2;675,35;540,28;472,75;
IJ-B0026;5682038000;MAGENTIS/SON EF;мюйнмевмхй пскебни кебши;ILJIN;йнпеъ, пеяосакхйю;2;2;558,35;446,68;390,85;
IJ-B0053;568204D001;CARNIVAL (2006-);мюйнмевмхй пскебни кебши;ILJIN;йнпеъ, пеяосакхйю;10;2;538,20;430,56;376,74;
IJ-B0066;568202K000;SOUL/VENGA;мюйнмевмхй пскебни кебши;ILJIN;йнпеъ, пеяосакхйю;4;2;559,65;447,72;391,76;
IJ-B0077;568203S000;SONATA YF (2010-);мюйнмевмхй пскебни кебши;ILJIN;йнпеъ, пеяосакхйю;4;2;623,35;498,68;436,35;
IJ-B0081;568202P000;SORENTO NEW;мюйнмевмхй пскебни кебши;ILJIN;йнпеъ, пеяосакхйю;6;2;606,45;485,16;424,52;
IJ-B0027;5682038900;MAGENTIS/SON EF;мюйнмевмхй пскебни опюбши;ILJIN;йнпеъ, пеяосакхйю;10;2;621,40;497,12;434,98;
IJ-B0048;568202E900;SPORTAGE II/TCSN;мюйнмевмхй пскебни опюбши;ILJIN;йнпеъ, пеяосакхйю;6;2;766,35;613,08;536,45;
IJ-B0050;568203K010;GRANDEUR TG/SON NF;мюйнмевмхй пскебни опюбши;ILJIN;йнпеъ, пеяосакхйю;10;2;664,95;531,96;465,47;
IJ-B0054;568204D101;CARNIVAL (2006-);мюйнмевмхй пскебни опюбши;ILJIN;йнпеъ, пеяосакхйю;10;2;535,60;428,48;374,92;
IJ-B0067;568202K050;SOUL/VENGA;мюйнмевмхй пскебни опюбши;ILJIN;йнпеъ, пеяосакхйю;4;2;464,10;371,28;324,87;
IJ-B0069;568202H090;ELANTRA (2006-)/CEED;мюйнмевмхй пскебни опюбши;ILJIN;йнпеъ, пеяосакхйю;4;2;684,45;547,56;479,12;
IJ-B0078;568203S500;SONATA YF (2010-);мюйнмевмхй пскебни опюбши;ILJIN;йнпеъ, пеяосакхйю;4;2;623,35;498,68;436,35;
IJ-B0082;568202P900;SORENTO NEW;мюйнмевмхй пскебни опюбши;ILJIN;йнпеъ, пеяосакхйю;4;2;681,85;545,48;477,30;
IJ-A0038;517603F000;OPIRUS (2003-)/SONATA V (TAGAZ);нонпю ьюпнбюъ оепедмецн йскюйю;ILJIN;йнпеъ, пеяосакхйю;16;2;763,75;611,00;534,63;
IJ-A0054;545303S100;SONATA YF (2010-)/CEED/CEED SW (2012-)/i30 (2012-);нонпю ьюпнбюъ оепедмъъ;ILJIN;йнпеъ, пеяосакхйю;12;2;999,70;799,76;699,79;
IJ-A0035;517602E000;TUCSON/SPORTAGE II;нонпю ьюпнбюъ оепедмъъ;ILJIN;йнпеъ, пеяосакхйю;18;2;752,05;601,64;526,44;
IJ-A0005;5453025000;ACCENT/VERNA (1999-)/GETZ (2002-)/i20/iX20;нонпю ьюпнбюъ оепедмъъ;ILJIN;йнпеъ, пеяосакхйю;22;2;642,85;514,28;450,00;
IJ-A0047;545300U000;SOLARIS;нонпю ьюпнбюъ оепедмъъ;ILJIN;йнпеъ, пеяосакхйю;40;2;814,45;651,56;570,12;
IJ-A0056;545302B000;SORENTO (05.2009-)/SANTA FE (10.2007-);нонпю ьюпнбюъ оепедмъъ;ILJIN;йнпеъ, пеяосакхйю;8;2;549,90;439,92;384,93;
IJ-A0053;545303S000;iX35/SPG III;нонпю ьюпнбюъ оепедмъъ;ILJIN;йнпеъ, пеяосакхйю;10;2;857,35;685,88;600,15;
IJ-A0021;5443038000;SONATA V (TAGAZ);нонпю ьюпнбюъ оепедмъъ бепумъъ;ILJIN;йнпеъ, пеяосакхйю;2;2;517,40;413,92;362,18;
IJ-A0052;544302J100;MOHAVE;нонпю ьюпнбюъ оепедмъъ бепумъъ;ILJIN;йнпеъ, пеяосакхйю;6;2;604,50;483,60;423,15;
IJ-A0023;5441747000;H-1 (2004-);нонпю ьюпнбюъ оепедмъъ бепумъъ;ILJIN;йнпеъ, пеяосакхйю;12;2;802,75;642,20;561,93;
IJ-A0019;5176038000;SONATA EF (V/TAGAZ) (2001-)/OPTIMA/MAGENTIS/XG;нонпю ьюпнбюъ оепедмъъ мхфмъъ;ILJIN;йнпеъ, пеяосакхйю;4;2;897,00;717,60;627,90;
IJ-A0014;5452443002;H-100/MITSUBISHI L300 (-2000);нонпю ьюпнбюъ оепедмъъ мхфмъъ;ILJIN;йнпеъ, пеяосакхйю;6;2;780,00;624,00;546,00;
IJ-A0024;5453047000;H-1 (2004-);нонпю ьюпнбюъ оепедмъъ мхфмъъ;ILJIN;йнпеъ, пеяосакхйю;10;1;1 030,25;824,20;721,18;
IJ-A0037;517603K000;SONATA NF (-2010)/GRANDEUR/OPIRUS;нонпю ьюпнбюъ оепедмъъ мхфмъъ;ILJIN;йнпеъ, пеяосакхйю;6;2;703,95;563,16;492,77;
IJ-A0026;54550H1000;TERRACAN;нонпю ьюпнбюъ оепедмъъ мхфмъъ;ILJIN;йнпеъ, пеяосакхйю;4;2;865,80;692,64;606,06;
LM102949/10;5270144120;PORTER;ондьхомхй гюдмеи ярсохжш;ILJIN;йнпеъ, пеяосакхйю;2;1;826,80;661,44;578,76;
30211J;5270345010;HD/COUNTY;ондьхомхй гюдмеи ярсохжш бмеьмхи;ILJIN;йнпеъ, пеяосакхйю;5;1;982,80;786,24;687,96;
IJ1-41003;9036945003;TOYOTA CAMRY V/VI/HIGHLANDER/ESTIMA/PREVIA/LEXUS ES240/300/330/350/RX300/330/350/400H;ондьхомхй оепедмеи ярсохжш;ILJIN;йнпеъ, пеяосакхйю;29;1;2 091,05;1 672,84;1 463,74;
IJ1-11002;517202D200;MAGENTIS I/SON IV (-01.03.2002);ондьхомхй оепедмеи ярсохжш;ILJIN;йнпеъ, пеяосакхйю;105;1;1 561,95;1 249,56;1 093,37;
IJ1-11010;517202H000;ELANTRA (2006-)/CEED;ондьхомхй оепедмеи ярсохжш;ILJIN;йнпеъ, пеяосакхйю;52;1;1 507,35;1 205,88;1 055,15;
IJ1-11012;94535253;LACETTI (-2008)/NUBIRA/EPICA/LEGANZA/REZZO;ондьхомхй оепедмеи ярсохжш;ILJIN;йнпеъ, пеяосакхйю;105;1;1 228,50;982,80;859,95;
IJ1-11009;94535247;NEXIA/LAN/AVEO;ондьхомхй оепедмеи ярсохжш;ILJIN;йнпеъ, пеяосакхйю;193;1;1 066,00;852,80;746,20;
IJ1-11004;517203A200;GRANDEUR TG;ондьхомхй оепедмеи ярсохжш;ILJIN;йнпеъ, пеяосакхйю;34;1;1 636,05;1 308,84;1 145,24;
IJ1-11003;5172038110;MAGENTIS II/SON V/NF/SPG II/TCSN/SNTF/MAG(2006-)/SPG III;ондьхомхй оепедмеи ярсохжш;ILJIN;йнпеъ, пеяосакхйю;54;1;1 671,15;1 336,92;1 169,81;
IJ1-41009;44300S04004;HONDA CIVIC (1997-)/CR-V (2002-);ондьхомхй оепедмеи ярсохжш;ILJIN;йнпеъ, пеяосакхйю;34;1;1 894,75;1 515,80;1 326,33;
IJ1-42008;44200SM1008;HONDA ACCORD (1990-1999);ондьхомхй оепедмеи ярсохжш;ILJIN;йнпеъ, пеяосакхйю;4;1;2 539,55;2 031,64;1 777,69;
IJ1-41005;40210-2Y000;NISSAN X-TRAIL (2001-)/MAXIMA (2000-2006)/ALMERA TINO (2000-)/PRIMERA (2002-)/INFINITI i30/i35;ондьхомхй оепедмеи ярсохжш;ILJIN;йнпеъ, пеяосакхйю;1;1;2 080,00;1 664,00;1 456,00;
IJ1-31018;A1299800316;MERCEDES-BENZ 190 (W201)/C (W202/W203/CL203)/CLK (A208)/CLC/E (C124/W124/W210)/SL/SLK;ондьхомхй оепедмеи ярсохжш;ILJIN;йнпеъ, пеяосакхйю;10;1;1 742,65;1 394,12;1 219,86;
IJ1-31014;7701207677;RENAULT CLIO/LOGAN/SANDERO/KANGOO/MEGANE II/TWINGO;ондьхомхй оепедмеи ярсохжш;ILJIN;йнпеъ, пеяосакхйю;2;1;2 436,20;1 948,96;1 705,34;
IJ1-11011;94535254;NUBIRA/LANOS/AVEO (2006-)/NEXIA/ESPERO;ондьхомхй оепедмеи ярсохжш;ILJIN;йнпеъ, пеяосакхйю;190;1;1 352,65;1 082,12;946,86;
IJ1-11005;517202D000;XD/CRT;ондьхомхй оепедмеи ярсохжш;ILJIN;йнпеъ, пеяосакхйю;20;1;1 657,50;1 326,00;1 160,25;
IJ1-11001;5172029400;LANTRA 1.5/VRN DOHC;ондьхомхй оепедмеи ярсохжш;ILJIN;йнпеъ, пеяосакхйю;16;1;1 290,25;1 032,20;903,18;
IJ1-11007;5172034100;SONATA;ондьхомхй оепедмеи ярсохжш;ILJIN;йнпеъ, пеяосакхйю;5;1;1 643,85;1 315,08;1 150,70;
IJ-C0003;5450022200;ACCENT (-09.1999);пшвюц оепедмхи кебши;ILJIN;йнпеъ, пеяосакхйю;2;1;2 085,20;1 668,16;1 459,64;
IJ-C0115;545002D002;XD;пшвюц оепедмхи кебши;ILJIN;йнпеъ, пеяосакхйю;4;1;2 930,85;2 344,68;2 051,60;
IJ-C0119;5450007100;PICANTO;пшвюц оепедмхи кебши;ILJIN;йнпеъ, пеяосакхйю;2;1;3 128,45;2 502,76;2 189,92;
IJ-C0133;545002B000;SANTA FE (2006-);пшвюц оепедмхи кебши мхфмхи;ILJIN;йнпеъ, пеяосакхйю;4;1;3 487,25;2 789,80;2 441,08;
IJ-C0004;5450122200;ACCENT (-09.1999);пшвюц оепедмхи опюбши;ILJIN;йнпеъ, пеяосакхйю;2;1;2 085,20;1 668,16;1 459,64;
IJ-C0092;545012F001;CERATO;пшвюц оепедмхи опюбши;ILJIN;йнпеъ, пеяосакхйю;2;1;2 728,70;2 182,96;1 910,09;
IJ-C0116;545012D002;XD;пшвюц оепедмхи опюбши;ILJIN;йнпеъ, пеяосакхйю;2;1;3 222,70;2 578,16;2 255,89;
IJ-C0120;5450107100;PICANTO;пшвюц оепедмхи опюбши;ILJIN;йнпеъ, пеяосакхйю;2;1;3 132,35;2 505,88;2 192,65;
IJ-C0134;545012B000;SANTA FE (2006-);пшвюц оепедмхи опюбши мхфмхи;ILJIN;йнпеъ, пеяосакхйю;5;1;3 487,25;2 789,80;2 441,08;
IJ-A0029;5513038002;SONATA EF/GRANDEUR/XG25/XG30/XG250/XG300/XG350;яюикемракнй гюдмецн бепумецн пшвюцю;ILJIN;йнпеъ, пеяосакхйю;92;20;399,75;319,80;279,83;
IJ-G0029;555302H000;ELANTRA 1.6/2.0 (08.2006-);ярнийю гюдмецн ярюахкхгюрнпю;ILJIN;йнпеъ, пеяосакхйю;2;2;957,45;765,96;670,22;
IJ-G0025;5553017010;LANTRA/XD/CRT/MTRX;ярнийю гюдмецн ярюахкхгюрнпю;ILJIN;йнпеъ, пеяосакхйю;8;2;455,00;364,00;318,50;
IJ-G0039;5558037030;SONATA;ярнийю гюдмецн ярюахкхгюрнпю;ILJIN;йнпеъ, пеяосакхйю;6;2;375,70;300,56;262,99;
IJ-G0061;555302S200;iX35 (4WD)/SPG III (4WD) (2011-);ярнийю гюдмецн ярюахкхгюрнпю;ILJIN;йнпеъ, пеяосакхйю;26;2;626,60;501,28;438,62;
IJ-G0028;555303K001;SONATA NF;ярнийю гюдмецн ярюахкхгюрнпю;ILJIN;йнпеъ, пеяосакхйю;4;2;475,80;380,64;333,06;
IJ-G0023;5553026600;SANTA FE;ярнийю гюдмецн ярюахкхгюрнпю кебюъ;ILJIN;йнпеъ, пеяосакхйю;4;2;338,65;270,92;237,06;
IJ-G0062;555303R000;iX35 (2WD)/SPG III (2WD)/SON YF (2010-);ярнийю гюдмецн ярюахкхгюрнпю кебюъ;ILJIN;йнпеъ, пеяосакхйю;8;2;650,00;520,00;455,00;
IJ-G0024;5554026600;SANTA FE;ярнийю гюдмецн ярюахкхгюрнпю опюбюъ;ILJIN;йнпеъ, пеяосакхйю;4;2;311,35;249,08;217,95;
IJ-G0063;555403R000;iX35 (2WD)/SPG III (2WD)/SON YF (2010-);ярнийю гюдмецн ярюахкхгюрнпю опюбюъ;ILJIN;йнпеъ, пеяосакхйю;8;2;571,35;457,08;399,95;
IJ-G0032;548302E000;SPORTAGE II/TCSN;ярнийю оепедмецн ярюахкхгюрнпю;ILJIN;йнпеъ, пеяосакхйю;8;2;585,00;468,00;409,50;
IJ-G0027;548303K010;GRANDEUR TG/SON NF;ярнийю оепедмецн ярюахкхгюрнпю;ILJIN;йнпеъ, пеяосакхйю;4;2;454,35;363,48;318,05;
IJ-G0002;5483029000;LANTRA;ярнийю оепедмецн ярюахкхгюрнпю;ILJIN;йнпеъ, пеяосакхйю;4;2;339,95;271,96;237,97;
IJ-G0005;548302D000;SONATA/XD;ярнийю оепедмецн ярюахкхгюрнпю;ILJIN;йнпеъ, пеяосакхйю;14;2;408,85;327,08;286,20;
IJ-G0012;5483038110;MAGENTIS/SON EF;ярнийю оепедмецн ярюахкхгюрнпю;ILJIN;йнпеъ, пеяосакхйю;8;2;455,00;364,00;318,50;
IJ-G0037;548301G000;RIO (2005-)/VRN (2006-);ярнийю оепедмецн ярюахкхгюрнпю кебюъ;ILJIN;йнпеъ, пеяосакхйю;4;2;503,75;403,00;352,63;
IJ-G0030;548302F000;CERATO;ярнийю оепедмецн ярюахкхгюрнпю кебюъ;ILJIN;йнпеъ, пеяосакхйю;6;2;585,00;468,00;409,50;
IJ-G0020;548301C000;GETZ;ярнийю оепедмецн ярюахкхгюрнпю кебюъ;ILJIN;йнпеъ, пеяосакхйю;4;2;793,00;634,40;555,10;
IJ-G0015;5483026100;SANTA FE (-2006);ярнийю оепедмецн ярюахкхгюрнпю кебюъ;ILJIN;йнпеъ, пеяосакхйю;4;2;484,25;387,40;338,98;
IJ-G0013;5483025010;VERNA;ярнийю оепедмецн ярюахкхгюрнпю кебюъ;ILJIN;йнпеъ, пеяосакхйю;20;2;614,90;491,92;430,43;
IJ-G0049;548304H200;H-1 (2007-);ярнийю оепедмецн ярюахкхгюрнпю кебюъ;ILJIN;йнпеъ, пеяосакхйю;20;2;592,80;474,24;414,96;
IJ-G0031;548402F000;CERATO;ярнийю оепедмецн ярюахкхгюрнпю опюбюъ;ILJIN;йнпеъ, пеяосакхйю;6;2;585,00;468,00;409,50;
IJ-G0021;548401C000;GETZ;ярнийю оепедмецн ярюахкхгюрнпю опюбюъ;ILJIN;йнпеъ, пеяосакхйю;4;2;539,50;431,60;377,65;
IJ-G0014;5483025020;VERNA;ярнийю оепедмецн ярюахкхгюрнпю опюбюъ;ILJIN;йнпеъ, пеяосакхйю;20;2;964,60;771,68;675,22;
IJ-G0038;548401G000;RIO (2005-)/VRN (2006-);ярнийю оепедмецн ярюахкхгюрнпю опюбюъ;ILJIN;йнпеъ, пеяосакхйю;2;2;371,15;296,92;259,81;
IJ-G0050;548404H000;H-1 (2007-);ярнийю оепедмецн ярюахкхгюрнпю опюбюъ;ILJIN;йнпеъ, пеяосакхйю;10;2;575,25;460,20;402,68;
IJ1-13008;527501G100;GETZ/PCNT/RIO(2005-)/VRN(2006-);ярсохжю гюдмъъ;ILJIN;йнпеъ, пеяосакхйю;24;1;4 391,40;3 513,12;3 073,98;
IJ1-12020;527102D100;XD/MTRX;ярсохжю гюдмъъ;ILJIN;йнпеъ, пеяосакхйю;9;1;2 846,35;2 277,08;1 992,45;
IJ1-12037;527102D115;XD (2002-2005)/CRT;ярсохжю гюдмъъ;ILJIN;йнпеъ, пеяосакхйю;24;1;2 671,50;2 137,20;1 870,05;
IJ1-13005;527303K000;SONATA NF/MAG(2006-);ярсохжю гюдмъъ;ILJIN;йнпеъ, пеяосакхйю;9;1;3 905,20;3 124,16;2 733,64;
IJ1-13018;96639607;LACETTI/EVND-(2005-)/EPICA(2007-);ярсохжю гюдмъъ;ILJIN;йнпеъ, пеяосакхйю;26;1;4 707,30;3 765,84;3 295,11;
IJ1-13012;527502B100;SORENTO XM 2WD/SANTA FE (2005-)/GRAND SANTAFE;ярсохжю гюдмъъ;ILJIN;йнпеъ, пеяосакхйю;6;1;5 609,50;4 487,60;3 926,65;
IJ1-12024;527102C205;COUPE (-2006);ярсохжю гюдмъъ;ILJIN;йнпеъ, пеяосакхйю;7;1;3 070,60;2 456,48;2 149,42;
IJ1-12031;527102D215;XD (2002-2005)/CRT;ярсохжю гюдмъъ;ILJIN;йнпеъ, пеяосакхйю;24;1;2 574,65;2 059,72;1 802,26;
IJ1-32002;3748.79;PEUGEOT 206 (2000-2005);ярсохжю гюдмъъ;ILJIN;йнпеъ, пеяосакхйю;4;1;2 814,50;2 251,60;1 970,15;
IJ1-32004;3748.43;PEUGEOT PARTNER  (1999-2005);ярсохжю гюдмъъ;ILJIN;йнпеъ, пеяосакхйю;2;1;3 370,25;2 696,20;2 359,18;
IJ1-42002;42200S84C01;HONDA ACCORD (1998-2002);ярсохжю гюдмъъ;ILJIN;йнпеъ, пеяосакхйю;4;1;2 871,70;2 297,36;2 010,19;
